Pct_Delta,PCT_Change,M_P_A,M_P_B,M_P_C,M_P_D,M_P_E,M_P_F,TlncT_P_A,TlncT_P_B,TlncT_P_C,TlncT_P_D,TlncT_P_E,TlncT_P_F,CPT_P_A,CPT_P_B,CPT_P_C,CPT_P_D,CPT_P_E,CPT_P_F,MCPT_P_A,MCPT_P_B,MCPT_P_C,MCPT_P_D,MCPT_P_E,MCPT_P_F,nMCPT_P_A,nMCPT_P_B,nMCPT_P_C,nMCPT_P_D,nMCPT_P_E,nMCPT_P_F,nMTIncT_P_A,nMTIncT_P_B,nMTIncT_P_C,nMTIncT_P_D,nMTIncT_P_E,nMTIncT_P_F
0.199784599,185.7,8204562.384,3615208.722,951617.3158,117054.138,2317836.407,3647664.799,178021.7871,105291.3144,36851.53817,5468.361172,106839.2975,98805.051,46.08740603,34.33529861,25.82300124,21.40570718,21.69460546,36.91779683,137.807492,93.00127894,44.52745006,36.02493933,37.40872147,104.3252088,137.5322064,92.82876623,44.47802077,35.98668538,37.36719459,104.1330877,11931.11432,7788.98367,4279.045242,650.5413698,12405.72878,7005.774783
0.199677072,185.8,8208980.566,3617155.522,952129.7645,117117.172,2319084.569,3649629.077,178053.8476,105312.2475,36863.04677,5470.110904,106872.6631,98823.87942,46.10392123,34.34695973,25.82884075,21.41038345,21.69951139,36.93063963,137.856072,93.03230564,44.5375166,36.03279987,37.41717865,104.359599,137.580704,92.85974485,44.48807885,35.9945397,37.37564465,104.1674272,11933.33124,7790.578206,4280.381573,650.749658,12409.60305,7007.23667
0.199569661,185.9,8213398.747,3619102.323,952642.2133,117180.206,2320332.73,3651593.355,178085.8969,105333.1735,36874.55278,5471.860255,106906.021,98842.70163,46.12043341,34.35861848,25.83467843,21.41505823,21.70441578,36.94347985,137.9046427,93.06332583,44.54758001,36.04065789,37.4256332,104.3939815,137.6291924,92.89071696,44.49813379,36.0023915,37.38409208,104.201759,11935.5474,7792.172224,4281.717601,650.9579009,12413.47644,7008.698106
0.2,186,8217816.928,3621049.123,953154.662,117243.24,2321580.892,3653557.634,178117.9348,105354.0926,36886.05618,5473.609224,106939.3715,98861.51764,46.13694257,34.37027488,25.8405143,21.41973152,21.70931865,36.95631749,137.9532042,93.09433952,44.55764028,36.04851339,37.4340851,104.4283564,137.6776715,92.92168258,44.50818559,36.01024079,37.39253687,104.2360832,11937.7628,7793.765724,4283.053328,651.1660984,12417.34895,7010.159093
0.200429876,186.1,8222235.109,3622995.924,953667.1108,117306.274,2322829.054,3655521.912,178149.9615,105375.0048,36897.55698,5475.357812,106972.7144,98880.32745,46.15344871,34.38192893,25.84634834,21.4244033,21.71421999,36.96915257,138.0017564,93.12534671,44.56769741,36.05636639,37.44253437,104.4627237,137.7261415,92.9526417,44.51823426,36.01808757,37.40097903,104.2703998,11939.97744,7795.358706,4284.388753,651.3742506,12421.22059,7011.619631
0.200322234,186.2,8226653.29,3624942.725,954179.5595,117369.308,2324077.216,3657486.19,178181.9769,105395.9099,36909.05519,5477.106019,107006.0498,98899.13108,46.16995184,34.39358062,25.85218057,21.4290736,21.71911981,36.98198508,138.0502994,93.1563474,44.57775141,36.06421687,37.45098101,104.4970834,137.7746022,92.98359434,44.5282798,36.02593184,37.40941856,104.3047088,11942.19132,7796.951172,4285.723877,651.5823575,12425.09135,7013.07972
0.200214707,186.3,8231071.471,3626889.525,954692.0083,117432.342,2325325.378,3659450.469,178213.981,105416.8081,36920.55081,5478.853846,107039.3777,98917.92853,46.18645196,34.40522996,25.85801098,21.4337424,21.72401809,36.99481503,138.0988332,93.1873416,44.58780228,36.07206484,37.45942501,104.5314354,137.8230537,93.0145405,44.53832221,36.0337736,37.41785546,104.3390102,11944.40444,7798.543122,4287.058699,651.7904192,12428.96125,7014.53936
0.200107296,186.4,8235489.652,3628836.326,955204.457,117495.376,2326573.539,3661414.747,178245.9739,105437.6994,36932.04384,5480.601292,107072.6981,98936.7198,46.20294906,34.41687695,25.86383958,21.43840972,21.72891485,37.0076424,138.1473577,93.21832932,44.59785002,36.07991031,37.46786639,104.5657799,137.871496,93.04548018,44.54836149,36.04161286,37.42628974,104.3733039,11946.61681,7800.134555,4288.393221,651.9984356,12432.83027,7015.998552
0.2,186.5,8239907.834,3630783.126,955716.9057,117558.41,2327821.701,3663379.025,178277.9555,105458.5837,36943.53427,5482.348359,107106.0109,98955.50489,46.21944316,34.4285216,25.86966636,21.44307554,21.73381009,37.02046722,138.195873,93.24931055,44.60789463,36.08775328,37.47630515,104.6001167,137.919929,93.07641338,44.55839765,36.04944961,37.43472139,104.4075901,11948.82841,7801.725474,4289.727442,652.2064068,12436.69842,7017.457296
0.199892819,186.6,8244326.015,3632729.927,956229.3545,117621.444,2329069.863,3665343.304,178309.926,105479.4611,36955.02212,5484.095046,107139.3163,98974.28383,46.23593426,34.4401639,25.87549133,21.44773988,21.73870381,37.03328948,138.2443791,93.28028531,44.61793612,36.09559374,37.48474128,104.6344459,137.9683529,93.10734012,44.56843069,36.05728387,37.44315042,104.4418687,11951.03926,7803.315877,4291.061362,652.4143329,12440.56569,7018.915593
0.199785753,186.7,8248744.196,3634676.728,956741.8032,117684.478,2330318.025,3667307.582,178341.8852,105500.3315,36966.50738,5485.841353,107172.6141,98993.05659,46.25242235,34.45180385,25.88131449,21.45240273,21.74359601,37.04610917,138.2928761,93.31125359,44.6279745,36.1034317,37.49317479,104.6687675,138.0167676,93.1382604,44.57846061,36.06511562,37.45157683,104.4761397,11953.24936,7804.905765,4292.394983,652.6222138,12444.4321,7020.373443
0.199678801,186.8,8253162.377,3636623.528,957254.252,117747.512,2331566.186,3669271.86,178373.8332,105521.195,36977.99006,5487.587281,107205.9045,99011.82321,46.26890744,34.46344147,25.88713584,21.45706409,21.74848668,37.05892631,138.3413638,93.34221541,44.63800975,36.11126717,37.50160568,104.7030815,138.0651731,93.16917421,44.58848741,36.07294488,37.46000062,104.5104031,11955.4587,7806.495139,4293.728303,652.8300497,12448.29764,7021.830846
0.199571964,186.9,8257580.558,3638570.329,957766.7007,117810.546,2332814.348,3671236.138,178405.77,105542.0516,36989.47016,5489.332831,107239.1874,99030.58367,46.28538953,34.47507674,25.89295539,21.46172397,21.75337584,37.07174089,138.3898423,93.37317077,44.64804189,36.11910014,37.51003396,104.737388,138.1135695,93.20008158,44.59851111,36.08077165,37.46842179,104.5446589,11957.66729,7808.084,4295.061324,653.0378405,12452.16231,7023.287803
0.2,187,8261998.739,3640517.129,958279.1495,117873.58,2334062.51,3673200.417,178437.6956,105562.9013,37000.94768,5491.078001,107272.4628,99049.33799,46.30186862,34.48670968,25.89877313,21.46638237,21.75826348,37.08455292,138.4383116,93.40411966,44.65807092,36.12693061,37.51845962,104.7716868,138.1619566,93.23098249,44.60853169,36.08859592,37.47684036,104.5789071,11959.87512,7809.672347,4296.394045,653.2455863,12456.02611,7024.744314
0.200427579,187.1,8266416.92,3642463.93,958791.5982,117936.614,2335310.672,3675164.695,178469.6101,105583.7441,37012.42262,5492.822794,107305.7307,99068.08617,46.31834472,34.49834027,25.90458906,21.47103929,21.7631496,37.0973624,138.4867718,93.43506211,44.66809684,36.1347586,37.52688266,104.8059781,138.2103346,93.26187696,44.61854916,36.0964177,37.48525631,104.6131478,11962.0822,7811.260182,4297.726466,653.4532871,12459.88904,7026.20038
0.200320513,187.2,8270835.102,3644410.731,959304.0469,117999.648,2336558.833,3677128.973,178501.5133,105604.5799,37023.89499,5494.567209,107338.9912,99086.82821,46.33481783,34.50996854,25.91040319,21.47569472,21.76803422,37.11016933,138.5352228,93.46599811,44.67811966,36.14258409,37.5353031,104.8402618,138.2587035,93.29276499,44.62856353,36.104237,37.49366966,104.647381,11964.28853,7812.847504,4299.058589,653.6609429,12463.75111,7027.656
0.200213561,187.3,8275253.283,3646357.531,959816.4957,118062.682,2337806.995,3679093.252,178533.4054,105625.4089,37035.36478,5496.311245,107372.2442,99105.56413,46.35128794,34.52159446,25.91621552,21.48034868,21.77291731,37.12297371,138.5836646,93.49692766,44.68813937,36.1504071,37.54372093,104.8745379,138.3070632,93.32364659,44.6385748,36.11205381,37.50208039,104.6816065,11966.49411,7814.434315,4300.390413,653.8685538,12467.61231,7029.111176
0.200106724,187.4,8279671.464,3648304.332,960328.9444,118125.716,2339055.157,3681057.53,178565.2864,105646.231,37046.832,5498.054905,107405.4898,99124.29392,46.36775507,34.53321806,25.92202606,21.48500116,21.7777989,37.13577554,138.6320973,93.52785077,44.69815597,36.15822763,37.55213616,104.9088065,138.3554137,93.35452175,44.64858297,36.11986814,37.51048853,104.7158245,11968.69894,7816.020613,4301.721938,654.0761199,12471.47264,7030.565907
0.2,187.5,8284089.645,3650251.132,960841.3932,118188.75,2340303.319,3683021.808,178597.1562,105667.0462,37058.29665,5499.798187,107438.7279,99143.01759,46.38421921,34.54483933,25.92783479,21.48965216,21.78267897,37.14857483,138.6805208,93.55876745,44.70816948,36.16604567,37.56054878,104.9430675,138.4037551,93.38539049,44.65858804,36.12767998,37.51889406,104.750035,11970.90301,7817.606401,4303.053165,654.283641,12475.33211,7032.020195
0.19989339,187.6,8288507.826,3652197.933,961353.8419,118251.784,2341551.481,3684986.087,178629.0149,105687.8545,37069.75873,5501.541093,107471.9585,99161.73516,46.40068037,34.55645827,25.93364173,21.49430169,21.78755754,37.16137158,138.7289351,93.58967771,44.7181799,36.17386123,37.5689588,104.977321,138.4520874,93.41625281,44.66859002,36.13548935,37.52729699,104.784238,11973.10634,7819.191678,4304.384094,654.4911174,12479.19071,7033.474038
0.199786894,187.7,8292926.007,3654144.734,961866.2907,118314.818,2342799.642,3686950.365,178660.8625,105708.6559,37081.21825,5503.283622,107505.1818,99180.44661,46.41713854,34.56807488,25.93944687,21.49894974,21.7924346,37.17416578,138.7773404,93.62058153,44.72818721,36.18167431,37.57736622,105.0115669,138.5004105,93.44710872,44.6785889,36.14329623,37.53569733,104.8184334,11975.30892,7820.776445,4305.714725,654.698549,12483.04845,7034.927439
0.199680511,187.8,8297344.188,3656091.534,962378.7394,118377.852,2344047.804,3688914.643,178692.699,105729.4505,37092.6752,5505.025774,107538.3975,99199.15196,46.43359374,34.57968916,25.94525022,21.50359632,21.79731015,37.18695745,138.8257365,93.65147894,44.73819144,36.18948492,37.58577104,105.0458053,138.5487246,93.47795821,44.6885847,36.15110065,37.54409507,104.8526212,11977.51075,7822.360703,4307.045058,654.9059358,12486.90533,7036.380397
0.199574242,187.9,8301762.37,3658038.335,962891.1881,118440.886,2345295.966,3690878.921,178724.5244,105750.2382,37104.1296,5506.767551,107571.6059,99217.85122,46.45004595,34.59130112,25.95105177,21.50824143,21.80218419,37.19974658,138.8741234,93.68236993,44.74819258,36.19729305,37.59417327,105.0800362,138.5970295,93.5088013,44.69857741,36.15890259,37.55249022,104.8868016,11979.71183,7823.944451,4308.375094,655.1132779,12490.76134,7037.832912
0.2,188,8306180.551,3659985.135,963403.6369,118503.92,2346544.128,3692843.2,178756.3386,105771.0191,37115.58143,5508.508952,107604.8068,99236.54438,46.46649519,34.60291076,25.95685154,21.51288507,21.80705673,37.21253317,138.9225013,93.71325451,44.75819064,36.20509871,37.60257291,105.1142595,138.6453253,93.53963798,44.70856704,36.16670206,37.56088277,104.9209744,11981.91216,7825.52769,4309.704832,655.3205754,12494.6165,7039.284985
0.200425306,188.1,8310598.732,3661931.936,963916.0856,118566.954,2347792.289,3694807.478,178788.1419,105791.7931,37127.0307,5510.249977,107638.0004,99255.23146,46.48294146,34.61451808,25.96264952,21.51752724,21.81192777,37.22531723,138.97087,93.74413268,44.76818561,36.2129019,37.61096996,105.1484753,138.6936121,93.57046827,44.71855358,36.17449906,37.56927274,104.9551398,11984.11175,7827.11042,4311.034273,655.5278281,12498.47079,7040.736617
0.20031881,188.2,8315016.913,3663878.737,964428.5344,118629.988,2349040.451,3696771.756,178819.934,105812.5603,37138.47742,5511.990628,107671.1865,99273.91245,46.49938476,34.62612309,25.96844571,21.52216794,21.81679731,37.23809876,139.0192297,93.77500446,44.7781775,36.22070262,37.61936441,105.1826836,138.7418897,93.60129216,44.72853704,36.18229359,37.57766012,104.9892976,11986.3106,7828.692643,4312.363418,655.7350363,12502.32422,7042.187807
0.200212427,188.3,8319435.094,3665825.537,964940.9831,118693.022,2350288.613,3698736.035,178851.7151,105833.3206,37149.92158,5513.730903,107704.3652,99292.58737,46.51582508,34.63772577,25.97424011,21.52680718,21.82166534,37.25087776,139.0675802,93.80586983,44.78816631,36.22850087,37.62775629,105.2168844,138.7901582,93.63210967,44.73851743,36.19008566,37.58604492,105.0234479,11988.5087,7830.274358,4313.692266,655.9421999,12506.17679,7043.638556
0.200106157,188.4,8323853.275,3667772.338,965453.4319,118756.056,2351536.775,3700700.313,178883.4851,105854.0741,37161.36319,5515.470804,107737.5365,99311.25622,46.53226244,34.64932614,25.98003273,21.53144495,21.82653188,37.26365423,139.1159217,93.83672882,44.79815205,36.23629666,37.63614558,105.2510777,138.8384177,93.66292079,44.74849475,36.19787526,37.59442713,105.0575907,11990.70605,7831.855567,4315.020817,656.1493189,12510.0285,7045.088865
0.2,188.5,8328271.456,3669719.139,965965.8806,118819.09,2352784.936,3702664.591,178915.2441,105874.8208,37172.80225,5517.210331,107770.7004,99329.91901,46.54869683,34.6609242,25.98582356,21.53608126,21.83139692,37.27642817,139.164254,93.86758141,44.80813471,36.24408999,37.64453228,105.2852634,138.8866681,93.69372553,44.75846899,36.20566241,37.60280676,105.0917261,11992.90266,7833.436268,4316.349073,656.3563934,12513.87936,7046.538733
0.199893955,188.6,8332689.638,3671665.939,966478.3293,118882.124,2354033.098,3704628.87,178946.9921,105895.5607,37184.23876,5518.949483,107803.8569,99348.57574,46.56512826,34.67251994,25.99161262,21.5407161,21.83626046,37.28919959,139.2125773,93.89842763,44.8181143,36.25188086,37.65291641,105.3194417,138.9349094,93.72452391,44.76844017,36.2134471,37.61118382,105.1258539,11995.09853,7835.016463,4317.677032,656.5634234,12517.72935,7047.988162
0.199788023,188.7,8337107.819,3673612.74,966990.7781,118945.158,2355281.26,3706593.148,178978.729,105916.2937,37195.67273,5520.688262,107837.0061,99367.22641,46.58155673,34.68411337,25.99739989,21.54534949,21.84112251,37.30196848,139.2608915,93.92926746,44.82809083,36.25966927,37.66129796,105.3536125,138.9831417,93.75531591,44.77840828,36.22122933,37.6195583,105.1599743,11997.29365,7836.596153,4319.004696,656.770409,12521.57849,7049.437151
0.199682203,188.8,8341526,3675559.54,967503.2268,119008.192,2356529.422,3708557.426,179010.4549,105937.02,37207.10415,5522.426667,107870.1478,99385.87103,46.59798224,34.6957045,26.00318539,21.54998141,21.84598306,37.31473486,139.3091966,93.96010093,44.83806429,36.26745523,37.66967694,105.3877758,139.0313649,93.78610154,44.78837332,36.2290091,37.6279302,105.1940872,11999.48804,7838.175337,4320.332064,656.9773502,12525.42677,7050.885702
0.199576496,188.9,8345944.181,3677506.341,968015.6756,119071.226,2357777.584,3710521.704,179042.1698,105957.7394,37218.53302,5524.164699,107903.2822,99404.50961,46.6144048,34.70729332,26.00896911,21.55461187,21.85084212,37.32749871,139.3574927,93.99092802,44.84803469,36.27523873,37.67805334,105.4219317,139.0795791,93.81688082,44.79833531,36.23678643,37.63629954,105.2281926,12001.68168,7839.754016,4321.659137,657.1842469,12529.2742,7052.333813
0.2,189,8350362.362,3679453.142,968528.1243,119134.26,2359025.745,3712485.983,179073.8738,105978.452,37229.95936,5525.902358,107936.4092,99423.14215,46.63082439,34.71887983,26.01475105,21.55924088,21.85569969,37.34026005,139.4057797,94.02174875,44.85800203,36.28301978,37.68642717,105.45608,139.1277842,93.84765374,44.80829423,36.2445613,37.6446663,105.2622906,12003.87458,7841.332191,4322.985915,657.3910994,12533.12077,7053.781486
0.200423057,189.1,8354780.543,3681399.942,969040.5731,119197.294,2360273.907,3714450.261,179105.5667,105999.1579,37241.38316,5527.639645,107969.5289,99441.76865,46.64724104,34.73046404,26.02053122,21.56386842,21.86055576,37.35301887,139.4540577,94.05256312,44.86796631,36.29079838,37.69479843,105.4902209,139.1759803,93.87842031,44.81825011,36.25233373,37.6530305,105.2963811,12006.06675,7842.909862,4324.312398,657.5979075,12536.96648,7055.228721
0.200317125,189.2,8359198.724,3683346.743,969553.0218,119260.328,2361522.069,3716414.539,179137.2487,106019.857,37252.80442,5529.376559,108002.6412,99460.38913,46.66365473,34.74204595,26.02630961,21.56849452,21.86541035,37.36577518,139.5023266,94.08337113,44.87792753,36.29857454,37.70316713,105.5243544,139.2241673,93.90918053,44.82820292,36.26010371,37.66139214,105.3304642,12008.25817,7844.487029,4325.638587,657.8046713,12540.81135,7056.675519
0.200211305,189.3,8363616.906,3685293.543,970065.4705,119323.362,2362770.231,3718378.818,179168.9197,106040.5493,37264.22314,5531.113101,108035.7462,99479.00359,46.68006548,34.75362556,26.03208624,21.57311916,21.87026345,37.37852897,139.5505865,94.1141728,44.8878857,36.30634825,37.71153326,105.5584803,139.2723454,93.93993441,44.83815269,36.26787124,37.66975121,105.3645398,12010.44885,7846.063692,4326.964481,658.0113908,12544.65535,7058.121879
0.200105597,189.4,8368035.087,3687240.344,970577.9193,119386.396,2364018.392,3720343.096,179200.5798,106061.2348,37275.63934,5532.849271,108068.8438,99497.61202,46.69647328,34.76520287,26.0378611,21.57774234,21.87511506,37.39128026,139.5988374,94.14496812,44.89784083,36.31411951,37.71989683,105.5925989,139.3205144,93.97068196,44.84809941,36.27563634,37.67810772,105.398608,12012.6388,7847.639854,4328.290082,658.2180662,12548.49851,7059.567803
0.2,189.5,8372453.268,3689187.145,971090.368,119449.43,2365266.554,3722307.374,179232.2289,106081.9135,37287.053,5534.58507,108101.934,99516.21445,46.71287813,34.77677788,26.04363418,21.58236408,21.87996519,37.40402903,139.6470792,94.1757571,44.9077929,36.32188834,37.72825784,105.6267099,139.3686744,94.00142317,44.85804309,36.28339899,37.68646167,105.4326687,12014.82801,7849.215512,4329.615388,658.4246973,12552.34081,7061.01329
0.199894515,189.6,8376871.449,3691133.945,971602.8168,119512.464,2366514.716,3724271.652,179263.8671,106102.5855,37298.46413,5536.320497,108135.017,99534.81086,46.72928004,34.7883506,26.0494055,21.58698436,21.88481384,37.4167753,139.6953121,94.20653974,44.91774194,36.32965472,37.73661629,105.6608136,139.4168254,94.03215805,44.86798372,36.29115921,37.69481306,105.466722,12017.01649,7850.790669,4330.9404,658.6312843,12556.18226,7062.45834
0.199789141,189.7,8381289.63,3693080.746,972115.2655,119575.498,2367762.878,3726235.931,179295.4944,106123.2508,37309.87273,5538.055554,108168.0926,99553.40128,46.74567902,34.79992103,26.05517506,21.5916032,21.889661,37.42951906,139.7435359,94.23731605,44.92768792,36.33741867,37.74497219,105.6949098,139.4649675,94.06288661,44.87792131,36.29891699,37.7031619,105.5007679,12019.20422,7852.365324,4332.265119,658.8378272,12560.02286,7063.902956
0.199683878,189.8,8385707.811,3695027.546,972627.7143,119638.532,2369011.039,3728200.209,179327.1108,106143.9093,37321.27881,5539.790239,108201.1609,99571.98569,46.76207505,34.81148916,26.06094285,21.59622058,21.89450667,37.44226032,139.7917507,94.26808603,44.93763087,36.34518019,37.75332553,105.7289986,139.5131005,94.09360885,44.88785586,36.30667234,37.71150819,105.5348064,12021.39123,7853.939479,4333.589545,659.044326,12563.86262,7065.347135
0.199578726,189.9,8390125.992,3696974.347,973140.163,119701.566,2370259.201,3730164.487,179358.7162,106164.561,37332.68237,5541.524555,108234.2219,99590.56412,46.77846814,34.823055,26.06670888,21.60083652,21.89935087,37.45499908,139.8399565,94.29884969,44.94757079,36.35293927,37.76167632,105.7630799,139.5612245,94.12432478,44.89778738,36.31442525,37.71985193,105.5688374,12023.5775,7855.513132,4334.913678,659.2507807,12567.70152,7066.79088
0.2,190,8394544.174,3698921.148,973652.6117,119764.6,2371507.363,3732128.766,179390.3108,106185.206,37344.0834,5543.2585,108267.2755,99609.13656,46.79485831,34.83461855,26.07247315,21.60545102,21.90419359,37.46773534,139.8881533,94.32960703,44.95750766,36.36069592,37.77002456,105.7971538,139.6093396,94.1550344,44.90771586,36.32217574,37.72819312,105.6028611,12025.76303,7857.086286,4336.237518,659.4571914,12571.53957,7068.23419
0.200420831,190.1,8398962.355,3700867.948,974165.0605,119827.634,2372755.525,3734093.044,179421.8944,106205.8443,37355.48191,5544.992075,108300.3219,99627.70301,46.81124554,34.84617982,26.07823566,21.61006407,21.90903483,37.4804691,139.9363412,94.36035805,44.96744151,36.36845014,37.77837026,105.8312204,139.6574457,94.18573771,44.91764131,36.3299238,37.73653176,105.6368773,12027.94783,7858.65894,4337.561065,659.6635581,12575.37677,7069.677066
0.200315457,190.2,8403380.536,3702814.749,974677.5092,119890.668,2374003.687,3736057.322,179453.4672,106226.4758,37366.87791,5546.72528,108333.361,99646.2635,46.82762984,34.8577388,26.08399641,21.61467568,21.9138746,37.49320036,139.98452,94.39110277,44.97737232,36.37620194,37.7867134,105.8652795,139.7055428,94.21643472,44.92756374,36.33766943,37.74486786,105.6708861,12030.1319,7860.231094,4338.88432,659.8698809,12579.21313,7071.119508
0.200210194,190.3,8407798.717,3704761.549,975189.958,119953.702,2375251.848,3738021.601,179485.0291,106247.1007,37378.27139,5548.458117,108366.3927,99664.818,46.84401121,34.8692955,26.08975541,21.61928584,21.91871288,37.50592913,140.0326899,94.42184118,44.98730011,36.38395131,37.79505401,105.8993312,139.753631,94.24712544,44.93748314,36.34541264,37.75320142,105.7048876,12032.31524,7861.802749,4340.207283,660.0761597,12583.04864,7072.561517
0.200105042,190.4,8412216.898,3706708.35,975702.4067,120016.736,2376500.01,3739985.879,179516.5802,106267.7188,37389.66235,5550.190584,108399.4172,99683.36655,46.86038965,34.88084992,26.09551265,21.62389457,21.9235497,37.5186554,140.0808509,94.45257329,44.99722488,36.39169825,37.80339207,105.9333755,139.8017102,94.27780986,44.94739952,36.35315343,37.76153244,105.7388817,12034.49784,7863.373906,4341.529953,660.2823946,12586.8833,7074.003092
0.2,190.5,8416635.079,3708655.151,976214.8555,120079.77,2377748.172,3741950.157,179548.1204,106288.3302,37401.0508,5551.922682,108432.4344,99701.90913,46.87676517,34.89240205,26.10126813,21.62850185,21.92838504,37.53137919,140.1290028,94.48329911,45.00714662,36.39944278,37.8117276,105.9674124,139.8497805,94.308488,44.95731288,36.3608918,37.76986092,105.7728683,12036.67971,7864.944565,4342.852332,660.4885857,12590.71712,7075.444234
0.199895068,190.6,8421053.26,3710601.951,976727.3042,120142.804,2378996.334,3743914.435,179579.6498,106308.9349,37412.43675,5553.654412,108465.4443,99720.44576,46.89313777,34.90395191,26.10702187,21.6331077,21.93321891,37.54410048,140.1771458,94.51401864,45.01706534,36.40718489,37.82006059,106.0014419,139.8978418,94.33915985,44.96722322,36.36862775,37.77818686,105.8068476,12038.86086,7866.514726,4344.17442,660.694733,12594.55009,7076.884944
0.199790246,190.7,8425471.442,3712548.752,977239.753,120205.838,2380244.495,3745878.714,179611.1684,106329.5329,37423.82018,5555.385773,108498.4469,99738.97643,46.90950745,34.91549949,26.11277385,21.63771211,21.93805131,37.55681929,140.2252799,94.54473188,45.02698105,36.41492458,37.82839104,106.0354641,139.9458942,94.36982543,44.97713054,36.37636129,37.78651028,105.8408196,12041.04127,7868.08439,4345.496216,660.9008364,12598.38222,7078.325222
0.199685535,190.8,8429889.623,3714495.552,977752.2017,120268.872,2381492.657,3747842.992,179642.6761,106350.1242,37435.2011,5557.116767,108531.4423,99757.50116,46.92587421,34.92704479,26.11852409,21.64231508,21.94288224,37.56953561,140.273405,94.57543883,45.03689374,36.42266185,37.83671896,106.0694789,139.9939377,94.40048473,44.98703485,36.38409241,37.79483116,105.8747841,12043.22096,7869.653557,4346.817721,661.1068961,12602.2135,7079.765068
0.199580932,190.9,8434307.804,3716442.353,978264.6504,120331.906,2382740.819,3749807.27,179674.173,106370.7089,37446.57953,5558.847393,108564.4304,99776.01995,46.94223806,34.93858782,26.12427257,21.64691662,21.9477117,37.58224945,140.3215212,94.60613951,45.04680342,36.43039672,37.84504435,106.1034863,140.0419722,94.43113777,44.99693616,36.39182112,37.80314951,105.9087414,12045.39992,7871.222228,4348.138936,661.312912,12606.04394,7081.204483
0.2,191,8438725.985,3718389.154,978777.0992,120394.94,2383988.981,3751771.549,179705.6592,106391.2868,37457.95544,5560.577651,108597.4113,99794.5328,46.95859899,34.95012858,26.13001931,21.65151672,21.95253969,37.5949608,140.3696285,94.63683392,45.05671009,36.43812917,37.85336722,106.1374863,140.0899979,94.46178453,45.00683445,36.39954742,37.81146534,105.9426912,12047.57815,7872.790403,4349.459859,661.5188843,12609.87354,7082.643467
0.200418629,191.1,8443144.166,3720335.954,979289.5479,120457.974,2385237.142,3753735.827,179737.1345,106411.8581,37469.32886,5562.307542,108630.3849,99813.03973,46.97495701,34.96166706,26.13576431,21.65611539,21.95736622,37.60766967,140.4177268,94.66752206,45.06661375,36.44585922,37.86168755,106.171479,140.1380146,94.49242504,45.01672974,36.40727132,37.81977864,105.9766337,12049.75565,7874.358082,4350.780493,661.7248129,12613.70229,7084.08202
0.200313808,191.2,8447562.347,3722282.755,979801.9967,120521.008,2386485.304,3755700.105,179768.5991,106432.4227,37480.69978,5564.037067,108663.3512,99831.54072,46.99131212,34.97320328,26.14150756,21.66071264,21.96219128,37.62037607,140.4658162,94.69820393,45.07651441,36.45358685,37.87000536,106.2054643,140.1860224,94.5230593,45.02662202,36.41499281,37.82808942,106.0105689,12051.93243,7875.925266,4352.100835,661.9306978,12617.53021,7085.520143
0.200209096,191.3,8451980.528,3724229.555,980314.4454,120584.042,2387733.466,3757664.384,179800.0528,106452.9807,37492.0682,5565.766224,108696.3103,99850.0358,47.00766432,34.98473723,26.14724907,21.66530845,21.96701488,37.63307998,140.5138967,94.72887954,45.08641206,36.46131209,37.87832065,106.2394423,140.2340214,94.5536873,45.03651131,36.42271189,37.83639767,106.0444967,12054.10848,7877.491956,4353.420888,662.1365391,12621.35728,7086.957836
0.200104493,191.4,8456398.71,3726176.356,980826.8942,120647.076,2388981.628,3759628.662,179831.4959,106473.5319,37503.43412,5567.495016,108729.2622,99868.52496,47.02401361,34.99626891,26.15298884,21.66990283,21.97183701,37.64578142,140.5619683,94.7595489,45.09630672,36.46903492,37.88663342,106.2734129,140.2820114,94.58430906,45.0463976,36.43042858,37.84470341,106.0784172,12056.2838,7879.058151,4354.740652,662.3423369,12625.18351,7088.3951
0.2,191.5,8460816.891,3728123.157,981339.3429,120710.11,2390229.79,3761592.94,179862.9281,106494.0766,37514.79755,5569.223441,108762.2068,99887.00822,47.04036001,35.00779833,26.15872687,21.67449579,21.97665769,37.65848039,140.610031,94.79021201,45.10619838,36.47675535,37.89494368,106.3073762,140.3299925,94.61492457,45.05628089,36.43814287,37.85300664,106.1123303,12058.45841,7880.623852,4356.060125,662.5480911,12629.00891,7089.831934
0.199895616,191.6,8465235.072,3730069.957,981851.7916,120773.144,2391477.951,3763557.218,179894.3496,106514.6146,37526.15849,5570.9515,108795.1443,99905.48556,47.0567035,35.01932549,26.16446317,21.67908731,21.98147691,37.67117689,140.6580849,94.82086887,45.11608704,36.48447338,37.90325141,106.3413321,140.3779648,94.64553385,45.06616119,36.44585475,37.86130734,106.1462361,12060.63228,7882.18906,4357.37931,662.7538018,12632.83346,7091.268339
0.199791341,191.7,8469653.253,3732016.758,982364.2404,120836.178,2392726.113,3765521.497,179925.7604,106535.1459,37537.51694,5572.679194,108828.0745,99923.95701,47.07304409,35.03085039,26.17019772,21.68367742,21.98629466,37.68387091,140.7061298,94.85151949,45.12597272,36.49218902,37.91155663,106.3752808,140.4259282,94.67613689,45.0760385,36.45356425,37.86960554,106.1801347,12062.80544,7883.753774,4358.698205,662.9594691,12636.65718,7092.704316
