Pct_Delta,PCT_Change,M_P_A,M_P_B,M_P_C,M_P_D,M_P_E,M_P_F,TlncT_P_A,TlncT_P_B,TlncT_P_C,TlncT_P_D,TlncT_P_E,TlncT_P_F,CPT_P_A,CPT_P_B,CPT_P_C,CPT_P_D,CPT_P_E,CPT_P_F,MCPT_P_A,MCPT_P_B,MCPT_P_C,MCPT_P_D,MCPT_P_E,MCPT_P_F,nMCPT_P_A,nMCPT_P_B,nMCPT_P_C,nMCPT_P_D,nMCPT_P_E,nMCPT_P_F,nMTIncT_P_A,nMTIncT_P_B,nMTIncT_P_C,nMTIncT_P_D,nMTIncT_P_E,nMTIncT_P_F
0.200665188,90.2,3985199.392,1756014.145,462228.7662,56856.668,1125841.917,1771779.025,139944.5078,80729.3687,24241.78011,3560.579319,70281.32029,76751.71882,28.47699745,21.75186271,19.06744324,15.96837562,16.0190775,23.08455174,85.7725433,59.36773696,32.88255371,26.88456462,27.62552743,66.78685994,85.5838588,59.24617456,32.8421212,26.85289959,27.59155898,66.64923617,9312.969637,5927.856635,2814.8533,423.4676245,8160.770598,5316.727171
0.200442968,90.3,3989617.573,1757960.945,462741.215,56919.702,1127090.078,1773743.303,139996.0182,80762.16093,24257.36432,3562.923935,70326.50175,76781.12997,28.4980789,21.76713606,19.0763188,15.97555913,16.0265341,23.10129199,85.83514462,59.40876643,32.89785148,26.89664092,27.6383795,66.83297352,85.64635897,59.2871441,32.85740863,26.86496837,27.60440237,66.69528468,9316.490791,5930.327635,2816.662873,423.7466518,8166.016879,5318.946643
0.200221239,90.4,3994035.754,1759907.746,463253.6637,56982.736,1128338.24,1775707.581,140047.4911,80794.93052,24272.94129,3565.267499,70371.6622,76810.52083,28.51915249,21.78240311,19.08518866,15.9827379,16.03398591,23.11802553,85.89772178,59.44977843,32.91313943,26.90870927,27.65122333,66.87906668,85.708835,59.3280962,32.87268624,26.87702921,27.6172375,66.74131278,9320.009434,5932.796967,2818.471605,424.025554,8171.260721,5321.164679
0.2,90.5,3998453.935,1761854.547,463766.1124,57045.77,1129586.402,1777671.859,140098.9265,80827.6775,24288.51102,3567.610012,70416.80168,76839.89143,28.54021823,21.79766388,19.09405283,15.98991196,16.04143294,23.13475236,85.9602748,59.49077299,32.92841759,26.92076969,27.66405892,66.92513946,85.77128693,59.36903088,32.88795405,26.88908211,27.63006441,66.78732053,9323.525572,5935.264634,2820.279496,424.3043312,8176.502126,5323.381281
0.199779249,90.6,4002872.116,1763801.347,464278.5612,57108.804,1130834.564,1779636.138,140150.3244,80860.40191,24304.07353,3569.951476,70461.92022,76869.24181,28.56127614,21.81291838,19.10291132,15.9970813,16.0488752,23.1514725,86.02280373,59.53175014,32.94368596,26.93282218,27.6768863,66.97119189,85.83371479,59.40994816,32.90321208,26.90112708,27.64288309,66.83330794,9327.039209,5937.730639,2822.086549,424.5829836,8181.7411,5325.596451
0.199558986,90.7,4007290.298,1765748.148,464791.0099,57171.838,1132082.725,1781600.416,140201.685,80893.1038,24319.62882,3572.291892,70507.01784,76898.57201,28.58232622,21.82816662,19.11176414,16.00424594,16.05631269,23.16818596,86.0853086,59.5727099,32.95894457,26.94486676,27.68970547,67.01722399,85.89611862,59.45084807,32.91846035,26.91316415,27.65569357,66.87927505,9330.550349,5940.194985,2823.892764,424.8615115,8186.977646,5327.810192
0.199339207,90.8,4011708.479,1767694.948,465303.4587,57234.872,1133330.887,1783564.694,140253.0083,80925.7832,24335.17691,3574.631261,70552.09458,76927.88206,28.6033685,21.8434086,19.1206113,16.01140588,16.06374543,23.18489274,86.14778944,59.6136523,32.97419342,26.95690345,27.70251645,67.0632358,85.95849844,59.49173063,32.93369886,26.92519332,27.66849587,66.92522188,9334.058997,5942.657676,2825.698143,425.139915,8192.211768,5330.022506
0.199119912,90.9,4016126.66,1769641.749,465815.9074,57297.906,1134579.049,1785528.973,140304.2943,80958.44016,24350.71782,3576.969586,70597.15048,76957.172,28.62440297,21.85864433,19.12945281,16.01856114,16.07117343,23.20159286,86.21024629,59.65457737,32.98943255,26.96893226,27.71531925,67.10922734,86.02085431,59.53259588,32.94892765,26.93721462,27.68128998,66.97114847,9337.565157,5945.118713,2827.502688,425.4181942,8197.443469,5332.233397
0.2,91,4020544.841,1771588.55,466328.3562,57360.94,1135827.211,1787493.251,140355.5433,80991.07471,24366.25154,3579.306868,70642.18557,76986.44187,28.64542966,21.87387383,19.13828868,16.02571171,16.07859669,23.21828633,86.27267919,59.69548513,33.00466196,26.9809532,27.72811389,67.15519865,86.08318624,59.57344384,32.96414672,26.94922804,27.69407594,67.01705485,9341.068835,5947.5781,2829.306398,425.6963495,8202.672753,5334.442866
0.200878156,91.1,4024963.022,1773535.35,466840.8049,57423.974,1137075.372,1789457.529,140406.7551,81023.68691,24381.7781,3581.643109,70687.19987,77015.6917,28.66644856,21.8890971,19.14711893,16.03285762,16.08601521,23.23497316,86.33508816,59.7363756,33.01988167,26.99296628,27.74090039,67.20114976,86.14549429,59.61427453,32.9793561,26.96123362,27.70685375,67.06294105,9344.570033,5950.03584,2831.109276,425.9743809,8207.899624,5336.650917
0.200657895,91.2,4029381.203,1775482.151,467353.2536,57487.008,1138323.534,1791421.808,140457.9299,81056.27677,24397.2975,3583.97831,70732.19343,77044.92153,28.6874597,21.90431416,19.15594355,16.03999886,16.09342902,23.25165335,86.39747325,59.77724882,33.0350917,27.00497153,27.75367875,67.24708069,86.20777847,59.65508798,32.99455579,26.97323135,27.71962343,67.1088071,9348.068758,5952.491936,2832.911324,426.2522888,8213.124086,5338.857551
0.200438116,91.3,4033799.384,1777428.951,467865.7024,57550.042,1139571.696,1793386.086,140509.0677,81088.84436,24412.80975,3586.312472,70777.16627,77074.1314,28.70846309,21.919525,19.16476256,16.04713545,16.10083811,23.26832691,86.45983448,59.81810481,33.05029206,27.01696895,27.76644899,67.29299148,86.27003883,59.69588422,33.00974583,26.98522126,27.73238499,67.15465302,9351.565014,5954.946391,2834.712541,426.5300732,8218.346143,5341.062771
0.200218818,91.4,4038217.566,1779375.752,468378.1511,57613.076,1140819.858,1795350.364,140560.1687,81121.3897,24428.31487,3588.645599,70822.11843,77103.32134,28.72945873,21.93472965,19.17357597,16.05426739,16.1082425,23.28499386,86.5221719,59.85894359,33.06548278,27.02895856,27.77921112,67.33888216,86.3322754,59.73666327,33.02492621,26.99720336,27.74513844,67.20047885,9355.058804,5957.399207,2836.51293,426.8077343,8223.565798,5343.26658
0.2,91.5,4042635.747,1781322.553,468890.5999,57676.11,1142068.02,1797314.642,140611.2328,81153.91284,24443.81287,3590.97769,70867.04993,77132.49139,28.75044664,21.94992811,19.1823838,16.06139469,16.11564219,23.30165421,86.58448554,59.8997652,33.08066387,27.04094037,27.79196516,67.38475276,86.39448822,59.77742516,33.04009697,27.00917766,27.75788381,67.24628462,9358.550134,5959.850388,2838.312492,427.0852724,8228.783055,5345.46898
0.199781659,91.6,4047053.928,1783269.353,469403.0486,57739.144,1143316.181,1799278.921,140662.2602,81186.41381,24459.30375,3593.308748,70911.96082,77161.64158,28.77142683,21.96512039,19.19118604,16.06851736,16.12303719,23.31830796,86.64677543,59.94056964,33.09583534,27.0529144,27.80471113,67.4306033,86.45667732,59.81816991,33.05525811,27.02114418,27.7706211,67.29207036,9362.039008,5962.299936,2840.111229,427.3626877,8233.997917,5347.669974
0.199563795,91.7,4051472.109,1785216.154,469915.4974,57802.178,1144564.343,1801243.199,140713.251,81218.89266,24474.78754,3595.638774,70956.85111,77190.77194,28.7923993,21.9803065,19.1999827,16.07563541,16.13042751,23.33495512,86.70904161,59.98135697,33.11099721,27.06488065,27.81744903,67.47643381,86.51884273,59.85889755,33.07040965,27.03310292,27.78335032,67.33783609,9365.52543,5964.747855,2841.90914,427.6399802,8239.21039,5349.869564
0.199346405,91.8,4055890.29,1787162.954,470427.9461,57865.212,1145812.505,1803207.477,140764.2051,81251.34942,24490.26423,3597.96777,71001.72086,77219.88253,28.81336408,21.99548644,19.20877381,16.08274884,16.13781315,23.35159571,86.77128411,60.02212719,33.12614951,27.07683915,27.83017888,67.52224434,86.58098449,59.8996081,33.08555162,27.04505391,27.7960715,67.38358185,9369.009405,5967.194147,2843.706229,427.9171503,8244.420475,5352.067752
0.199129489,91.9,4060308.471,1789109.755,470940.3948,57928.246,1147060.667,1805171.756,140815.1226,81283.78413,24505.73384,3600.295738,71046.57007,77248.97336,28.83432117,22.01066023,19.21755936,16.08985767,16.14519414,23.36822973,86.83350297,60.06288033,33.14129223,27.0887899,27.8429007,67.56803489,86.64310264,59.9403016,33.10068402,27.05699715,27.80878464,67.42930767,9372.490938,5969.638815,2845.502495,428.1941981,8249.628177,5354.264542
0.2,92,4064726.652,1791056.556,471452.8436,57991.28,1148308.828,1807136.034,140866.0037,81316.19684,24521.19639,3602.622678,71091.3988,77278.04448,28.85527059,22.02582788,19.22633937,16.0969619,16.15257046,23.38485719,86.89569822,60.10361642,33.15642541,27.10073292,27.8556145,67.61380551,86.7051972,59.98097806,33.11580688,27.06893267,27.82148976,67.47501357,9375.970031,5972.081862,2847.297941,428.4711238,8254.8335,5356.459935
0.200868621,92.1,4069144.834,1793003.356,471965.2923,58054.314,1149556.99,1809100.312,140916.8483,81348.58758,24536.65188,3604.948593,71136.20707,77307.09591,28.87621233,22.0409894,19.23511385,16.10406154,16.15994214,23.4014781,86.95786989,60.14433548,33.17154906,27.11266822,27.86832028,67.65955623,86.76726821,60.0216375,33.1309202,27.08086046,27.83418687,67.52069958,9379.446691,5974.523291,2849.092567,428.7479275,8260.036447,5358.653934
0.200650759,92.2,4073563.015,1794950.157,472477.7411,58117.348,1150805.152,1811064.591,140967.6566,81380.95639,24552.10032,3607.273484,71180.9949,77336.12771,28.89714643,22.05614478,19.2438828,16.1111566,16.16730917,23.41809248,87.02001802,60.18503754,33.18666319,27.12459582,27.88101807,67.70528707,86.82931571,60.06227997,33.14602401,27.09278056,27.84687599,67.56636574,9382.920921,5976.963105,2850.886375,429.0246096,8265.237021,5360.846541
0.200433369,92.3,4077981.196,1796896.957,472990.1898,58180.382,1152053.314,1813028.869,141018.4286,81413.30331,24567.54172,3609.597353,71225.76234,77365.13989,28.91807288,22.07129406,19.25264624,16.11824708,16.17467158,23.43470032,87.08214264,60.22572263,33.20176782,27.13651572,27.89370788,67.75099806,86.89133973,60.10290547,33.16111832,27.10469296,27.85955713,67.61201208,9386.392726,5979.401306,2852.679366,429.30117,8270.435228,5363.037759
0.20021645,92.4,4082399.377,1798843.758,473502.6386,58243.416,1153301.475,1814993.147,141069.1644,81445.62838,24582.97611,3611.920201,71270.50941,77394.1325,28.93899169,22.08643722,19.26140417,16.125333,16.18202935,23.45130165,87.14424378,60.26639076,33.21686296,27.14842795,27.90638973,67.79668923,86.9533403,60.14351405,33.17620314,27.11659768,27.87223031,67.65763861,9389.86211,5981.837898,2854.471541,429.5776091,8275.631069,5365.227591
0.2,92.5,4086817.558,1800790.559,474015.0873,58306.45,1154549.637,1816957.425,141119.8641,81477.93163,24598.40347,3614.24203,71315.23615,77423.10558,28.95990289,22.10157429,19.27015661,16.13241435,16.18938252,23.46789646,87.20632149,60.30704197,33.23194864,27.16033252,27.91906362,67.84236062,87.01531745,60.18410571,33.19127851,27.12849475,27.88489553,67.70324538,9393.329078,5984.272882,2856.262902,429.853927,8280.824549,5367.416038
0.199784017,92.6,4091235.739,1802737.359,474527.536,58369.484,1155797.799,1818921.704,141170.5276,81510.21312,24613.82384,3616.562841,71359.94259,77452.05914,28.98080647,22.11670526,19.27890356,16.13949116,16.19673107,23.48448477,87.26837579,60.34767628,33.24702487,27.17222943,27.93172957,67.88801224,87.07727123,60.22468049,33.20634442,27.14038416,27.89755281,67.74883241,9396.793633,5986.706263,2858.053449,430.1301239,8286.015672,5369.603103
0.199568501,92.7,4095653.92,1804684.16,475039.9848,58432.518,1157045.961,1820885.982,141221.1551,81542.47286,24629.23721,3618.882636,71404.62875,77480.99324,29.00170245,22.13183016,19.28764504,16.14656342,16.20407502,23.5010666,87.33040671,60.38829371,33.26209166,27.18411871,27.94438759,67.93364413,87.13920166,60.26523841,33.2214009,27.15226593,27.91020217,67.79439973,9400.25578,5989.138042,2859.843185,430.4062,8291.20444,5371.788789
0.199353448,92.8,4100072.102,1806630.96,475552.4335,58495.552,1158294.123,1822850.26,141271.7467,81574.71091,24644.6436,3621.201416,71449.29467,77509.9079,29.02259085,22.14694898,19.29638104,16.15363115,16.21141437,23.51764193,87.3924143,60.42889429,33.27714904,27.19600036,27.9570377,67.97925632,87.20110878,60.30577949,33.23644796,27.16414008,27.92284361,67.83994736,9403.715524,5991.568224,2861.63211,430.6821555,8296.390859,5373.973097
0.199138859,92.9,4104490.283,1808577.761,476064.8823,58558.586,1159542.284,1824814.539,141322.3023,81606.92729,24660.04302,3623.519183,71493.94038,77538.80316,29.04347166,22.16206174,19.30511159,16.16069435,16.21874914,23.5342108,87.45439858,60.46947805,33.29219701,27.20787439,27.96967991,68.02484884,87.26299262,60.34630377,33.25148562,27.17600662,27.93547716,67.88547535,9407.172868,5993.996809,2863.420226,430.9579905,8301.57493,5376.156031
0.2,93,4108908.464,1810524.562,476577.331,58621.62,1160790.446,1826778.817,141372.8222,81639.12206,24675.43547,3625.835939,71538.5659,77567.67905,29.06434491,22.17716845,19.31383669,16.16775303,16.22607934,23.5507732,87.51635959,60.510045,33.30723559,27.21974083,27.98231423,68.07042171,87.32485322,60.38681126,33.26651389,27.18786555,27.94810282,67.93098371,9410.627817,5996.423802,2865.207533,431.2337052,8306.756658,5378.337593
0.200859291,93.1,4113326.645,1812471.362,477089.7798,58684.654,1162038.608,1828743.095,141423.3062,81671.29524,24690.82098,3628.151685,71583.17129,77596.53561,29.0852106,22.19226911,19.32255635,16.1748072,16.23340496,23.56732914,87.57829735,60.55059518,33.32226481,27.23159969,27.99494068,68.11597496,87.3866906,60.42730199,33.2815328,27.19971691,27.96072061,67.97647247,9414.080375,5998.849204,2866.994033,431.5092999,8311.936047,5380.517784
0.200643777,93.2,4117744.826,1814418.163,477602.2285,58747.688,1163286.77,1830707.373,141473.7546,81703.44687,24706.19955,3630.466422,71627.75655,77625.37288,29.10606875,22.20736373,19.33127058,16.18185687,16.24072602,23.58387864,87.64021192,60.5911286,33.33728467,27.24345097,28.00755927,68.16150863,87.4485048,60.46777598,33.29654235,27.21156069,27.97333055,68.02194167,9417.530547,6001.27302,2868.779728,431.7847746,8317.1131,5382.696608
0.200428725,93.3,4122163.007,1816364.964,478114.6772,58810.722,1164534.931,1832671.652,141524.1673,81735.577,24721.57119,3632.780152,71672.32172,77654.19088,29.12691936,22.22245233,19.33997939,16.18890203,16.24804253,23.6004217,87.7021033,60.6316453,33.35229519,27.25529469,28.02017002,68.20702273,87.51029586,60.50823327,33.31154256,27.22339691,27.98593263,68.06739132,9420.978336,6003.695251,2870.564618,432.0601296,8322.28782,5384.874067
0.200214133,93.4,4126581.188,1818311.764,478627.126,58873.756,1165783.093,1834635.93,141574.5444,81767.68565,24736.93591,3635.092877,71716.86684,77682.98965,29.14776244,22.23753491,19.34868278,16.19594271,16.25535449,23.61695834,87.76397155,60.67214529,33.36729638,27.26713086,28.03277293,68.25251731,87.5720638,60.54867387,33.32653345,27.23522559,27.99852689,68.11282147,9424.423748,6006.1159,2872.348705,432.3353651,8327.460211,5387.050163
0.2,93.5,4130999.37,1820258.565,479139.5747,58936.79,1167031.255,1836600.208,141624.8861,81799.77288,24752.29373,3637.404598,71761.39193,77711.76922,29.16859801,22.25261148,19.35738077,16.20297891,16.26266191,23.63348855,87.82581669,60.7126286,33.38228827,27.2789595,28.04536803,68.29799238,87.63380866,60.5890978,33.34151504,27.24704673,28.01111333,68.15823214,9427.866785,6008.53497,2874.131989,432.6104812,8332.630277,5389.224899
0.199786325,93.6,4135417.551,1822205.365,479652.0235,58999.824,1168279.417,1838564.487,141675.1922,81831.8387,24767.64465,3639.715317,71805.89703,77740.52963,29.18942608,22.26768204,19.36607337,16.21001064,16.2699648,23.65001236,87.88763876,60.75309526,33.39727087,27.29078062,28.05795531,68.34344798,87.69553047,60.6295051,33.35648733,27.25886036,28.02369196,68.20362335,9431.307453,6010.952464,2875.914473,432.8854782,8337.798021,5391.398276
0.199573106,93.7,4139835.732,1824152.166,480164.4722,59062.858,1169527.578,1840528.765,141725.463,81863.88317,24782.98868,3642.025035,71850.38216,77769.27091,29.21024665,22.28274662,19.37476059,16.21703789,16.27726316,23.66652977,87.94943778,60.79354529,33.41224419,27.30259423,28.07053481,68.38888413,87.75722927,60.66989578,33.37145035,27.27066647,28.0362628,68.24899514,9434.745755,6013.368384,2877.696157,433.1603561,8342.963447,5393.570297
0.199360341,93.8,4144253.913,1826098.967,480676.921,59125.892,1170775.74,1842493.043,141775.6985,81895.90632,24798.32583,3644.333753,71894.84735,77797.9931,29.23105975,22.29780521,19.38344243,16.22406069,16.28455701,23.68304078,88.01121379,60.83397872,33.42720825,27.31440034,28.08310652,68.43430087,87.81890509,60.71026988,33.38640411,27.28246509,28.04882586,68.29434752,9438.181696,6015.782734,2879.477043,433.4351152,8348.126558,5395.740966
0.19914803,93.9,4148672.094,1828045.767,481189.3697,59188.926,1172023.902,1844457.322,141825.8987,81927.90818,24813.65612,3646.641474,71939.29264,77826.69622,29.25186537,22.31285783,19.3921189,16.23107904,16.29184635,23.69954541,88.07296683,60.87439556,33.44216306,27.32619897,28.09567047,68.47969821,87.88055796,60.75062741,33.40134863,27.29425623,28.06138115,68.33968054,9441.61528,6018.195515,2881.257131,433.7097557,8353.287357,5397.910283
0.2,94,4153090.275,1829992.568,481701.8184,59251.96,1173272.064,1846421.6,141876.0637,81959.88879,24828.97955,3648.948198,71983.71805,77855.38032,29.27266353,22.32790447,19.40079001,16.23809295,16.29913119,23.71604367,88.13469692,60.91479584,33.45710865,27.33799013,28.10822666,68.52507619,87.94218791,60.7909684,33.41628392,27.3060399,28.07392869,68.38499422,9445.046511,6020.606731,2883.036424,433.9842777,8358.445849,5400.078251
0.200850159,94.1,4157508.457,1831939.368,482214.2672,59314.994,1174520.226,1848385.878,141926.1936,81991.8482,24844.29614,3651.253927,72028.12362,77884.04542,29.29345424,22.34294517,19.40945578,16.24510242,16.30641153,23.73253557,88.19640411,60.95517959,33.47204502,27.34977384,28.12077511,68.57043484,88.00379497,60.83129287,33.43121,27.31781611,28.0864685,68.43028859,9448.475393,6023.016385,2884.814921,434.2586813,8363.602036,5402.244872
0.200636943,94.2,4161926.638,1833886.169,482726.7159,59378.028,1175768.387,1850350.156,141976.2884,82023.78643,24859.60589,3653.558662,72072.50937,77912.69156,29.31423751,22.35797991,19.4181162,16.25210746,16.31368739,23.74902111,88.25808841,60.99554684,33.48697219,27.36155009,28.13331583,68.61577419,88.06537918,60.87160085,33.44612688,27.32958487,28.09900057,68.47556367,9451.901931,6025.424478,2886.592625,434.5329669,8368.755923,5404.41015
0.200424178,94.3,4166344.819,1835832.97,483239.1647,59441.062,1177016.549,1852314.435,142026.3482,82055.70352,24874.90882,3655.862406,72116.87534,77941.31877,29.33501335,22.37300871,19.4267713,16.25910808,16.32095877,23.7655003,88.31974986,61.03589759,33.50189018,27.37331892,28.14584884,68.66109425,88.12694058,60.91189236,33.46103457,27.34134621,28.11152494,68.52081949,9455.326127,6027.831014,2888.369537,434.8071345,8373.907512,5406.574085
0.200211864,94.4,4170763,1837779.77,483751.6134,59504.096,1178264.711,1854278.713,142076.373,82087.59952,24890.20493,3658.165159,72161.22155,77969.92709,29.35578177,22.38803158,19.43542107,16.26610429,16.32822568,23.78197316,88.3813885,61.07623188,33.516799,27.38508032,28.15837415,68.70639506,88.18847918,60.95216743,33.4759331,27.35310013,28.1240416,68.56605608,9458.747988,6030.235996,2890.145657,435.0811844,8379.056807,5408.736681
0.2,94.5,4175181.181,1839726.571,484264.0622,59567.13,1179512.873,1856242.991,142126.363,82119.47445,24905.49425,3660.466924,72205.54804,77998.51654,29.37654278,22.40304852,19.44406553,16.27309609,16.33548813,23.79843968,88.44300436,61.11654974,33.53169867,27.39683432,28.17089177,68.75167665,88.24999503,60.99242607,33.49082248,27.36484664,28.13655057,68.61127347,9462.167516,6032.639425,2891.920987,435.3551167,8384.203811,5410.89794
0.199788584,94.6,4179599.362,1841673.371,484776.5109,59630.164,1180761.034,1858207.27,142176.3181,82151.32835,24920.77676,3662.7677,72249.85483,78027.08717,29.39729639,22.41805955,19.45270469,16.2800835,16.34274612,23.81489989,88.50459747,61.15685118,33.5465892,27.40858092,28.18340171,68.79693905,88.31148815,61.03266832,33.50570273,27.37658575,28.14905187,68.65647168,9465.584715,6035.041305,2893.695529,435.6289315,8389.348529,5413.057863
0.199577614,94.7,4184017.543,1843620.172,485288.9596,59693.198,1182009.196,1860171.548,142226.2384,82183.16126,24936.0525,3665.067491,72294.14195,78055.63899,29.41804262,22.43306468,19.46133855,16.28706651,16.34999966,23.83135379,88.56616786,61.19713623,33.56147061,27.42032014,28.19590398,68.84218228,88.37295858,61.07289419,33.52057385,27.38831749,28.1615455,68.70165075,9468.999591,6037.441639,2895.469283,435.9026292,8394.490963,5415.216454
0.199367089,94.8,4188435.725,1845566.973,485801.4084,59756.232,1183257.358,1862135.826,142276.1241,82214.97322,24951.32145,3667.366297,72338.40943,78084.17206,29.43878146,22.4480639,19.46996712,16.29404514,16.35724876,23.84780138,88.62771556,61.23740492,33.57634292,27.432052,28.20839861,68.88740636,88.43440635,61.11310372,33.53543587,27.40004185,28.17403149,68.7468107,9472.412146,6039.840428,2897.24225,436.1762097,8399.631117,5417.373715
0.199157007,94.9,4192853.906,1847513.773,486313.8571,59819.266,1184505.52,1864100.105,142325.9751,82246.76425,24966.58365,3669.66412,72382.65731,78112.68639,29.45951294,22.46305724,19.47859042,16.3010194,16.36449343,23.86424268,88.6892406,61.27765726,33.59120613,27.44377649,28.2208856,68.93261134,88.4958315,61.15329691,33.5502888,27.41175886,28.18650984,68.79195155,9475.822386,6042.237676,2899.014432,436.4496734,8404.768994,5419.529647
0.2,95,4197272.087,1849460.574,486826.3059,59882.3,1185753.682,1866064.383,142375.7915,82278.53441,24981.83909,3671.960962,72426.88561,78141.18202,29.48023707,22.47804469,19.48720845,16.30798928,16.37173367,23.8806777,88.75074303,61.31789328,33.60606027,27.45549364,28.23336496,68.97779722,88.55723404,61.1934738,33.56513266,27.42346852,28.19898057,68.83707334,9479.230313,6044.633386,2900.78583,436.7230203,8409.904597,5421.684253
0.20084122,95.1,4201690.268,1851407.374,487338.7546,59945.334,1187001.843,1868028.661,142425.5734,82310.28371,24997.08779,3674.256823,72471.09436,78169.65898,29.50095384,22.49302628,19.49582122,16.3149548,16.37896949,23.89710644,88.81222286,61.358113,33.62090534,27.46720345,28.24583671,69.02296405,88.61861402,61.23363442,33.57996745,27.43517085,28.21144368,68.88217609,9482.635932,6047.027559,2902.556444,436.9962507,8415.037931,5423.837536
0.200630252,95.2,4206108.449,1853354.175,487851.2034,60008.368,1188250.005,1869992.939,142475.3209,82342.01221,25012.32976,3676.551705,72515.28359,78198.11731,29.52166328,22.50800199,19.50442874,16.32191597,16.3862009,23.91352891,88.87368013,61.39831646,33.63574137,27.47890594,28.25830086,69.06811185,88.67997147,61.27377877,33.5947932,27.44686586,28.2238992,68.92725983,9486.039247,6049.420199,2904.326277,437.2693647,8420.168998,5425.989497
0.200419727,95.3,4210526.63,1855300.976,488363.6521,60071.402,1189498.167,1871957.218,142525.0339,82373.71993,25027.56501,3678.84561,72559.45333,78226.55704,29.5423654,22.52297186,19.51303101,16.32887279,16.3934279,23.92994513,88.93511487,61.43850366,33.65056837,27.49060113,28.27075743,69.11324065,88.74130642,61.3139069,33.60960992,27.45855357,28.23634712,68.97232459,9489.440262,6051.811308,2906.09533,437.5423625,8425.297802,5428.140138
0.200209644,95.4,4214944.811,1857247.776,488876.1008,60134.436,1190746.329,1873921.496,142574.7126,82405.40691,25042.79354,3681.138539,72603.60361,78254.9782,29.56306019,22.53793587,19.52162805,16.33582528,16.40065051,23.9463551,88.99652711,61.47867464,33.66538635,27.50228902,28.28320642,69.15835046,88.80261889,61.35401881,33.62441763,27.47023398,28.24878748,69.01737039,9492.838981,6054.200889,2907.863603,437.8152443,8430.424346,5430.289463
0.2,95.5,4219362.993,1859194.577,489388.5496,60197.47,1191994.49,1875885.774,142624.357,82437.07318,25058.01537,3683.430494,72647.73445,78283.38082,29.58374769,22.55289404,19.53021987,16.34277343,16.40786873,23.96275882,89.05791689,61.51882941,33.68019532,27.51396963,28.29564784,69.20344133,88.86390893,61.39411454,33.63921633,27.4819071,28.26122027,69.06239726,9496.235409,6056.588944,2909.631097,438.0880102,8435.548634,5432.437473
0.199790795,95.6,4223781.174,1861141.377,489900.9983,60260.504,1193242.652,1877850.053,142673.9672,82468.71879,25073.2305,3685.721476,72691.84589,78311.76493,29.60442788,22.56784639,19.53880647,16.34971725,16.41508257,23.97915632,89.11928423,61.558968,33.69499532,27.52564296,28.30808172,69.24851327,88.92517655,61.43419411,33.65400605,27.49357296,28.27364552,69.10740523,9499.629548,6058.975476,2911.397815,438.3606605,8440.670668,5434.584171
0.199582027,95.7,4228199.355,1863088.178,490413.4471,60323.538,1194490.814,1879814.331,142723.5433,82500.34376,25088.43896,3688.011486,72735.93795,78340.13057,29.62510079,22.58279291,19.54738786,16.35665676,16.42229203,23.99554759,89.18062917,61.59909044,33.70978634,27.53730903,28.32050806,69.29356632,88.9864218,61.47425753,33.6687868,27.50523155,28.28606323,69.15239432,9503.021403,6061.360488,2913.163756,438.6331952,8445.790453,5436.729558
0.199373695,95.8,4232617.536,1865034.979,490925.8958,60386.572,1195738.976,1881778.609,142773.0852,82531.94813,25103.64074,3690.300526,72780.01067,78368.47777,29.64576642,22.59773362,19.55596405,16.36359196,16.42949712,24.01193264,89.24195174,61.63919674,33.7245684,27.54896786,28.33292687,69.3386005,89.04764471,61.51430484,33.6835586,27.5168829,28.29847342,69.19736456,9506.410978,6063.743981,2914.928922,438.9056145,8450.907991,5438.873637
0.199165798,95.9,4237035.717,1866981.779,491438.3446,60449.606,1196987.137,1883742.888,142822.5931,82563.53194,25118.83585,3692.588597,72824.06407,78396.80655,29.66642479,22.61266852,19.56453506,16.37052285,16.43669785,24.02831149,89.30325197,61.67928694,33.73934152,27.56061945,28.34533817,69.38361583,89.1088453,61.55433605,33.69832145,27.52852702,28.31087609,69.24231598,9509.798276,6066.12596,2916.693315,439.1779187,8456.023286,5441.01641
0.2,96,4241453.898,1868928.58,491950.7933,60512.64,1198235.299,1885707.166,142872.067,82595.09522,25134.02431,3694.875701,72868.09818,78425.11696,29.6870759,22.62759762,19.57310087,16.37744945,16.44389423,24.04468414,89.36452988,61.71936104,33.75410572,27.57226382,28.35774197,69.42861235,89.1700236,61.59435119,33.71307538,27.54016391,28.32327127,69.2872486,9513.183303,6068.506425,2918.456936,439.4501079,8461.136341,5443.157879
0.200832466,96.1,4245872.079,1870875.38,492463.242,60575.674,1199483.461,1887671.444,142921.507,82626.63801,25149.20613,3697.161839,72912.11303,78453.40901,29.70771977,22.64252093,19.58166152,16.38437175,16.45108626,24.0610506,89.42578552,61.75941908,33.768861,27.58390097,28.37013829,69.47359007,89.23117965,61.63435029,33.7278204,27.55179359,28.33565896,69.33216245,9516.566061,6070.88538,2920.219785,439.7221822,8466.24716,5445.298047
0.200623701,96.2,4250290.261,1872822.181,492975.6908,60638.708,1200731.623,1889635.722,142970.9131,82658.16033,25164.38132,3699.447012,72956.10865,78481.68276,29.7283564,22.65743846,19.590217,16.39128978,16.45827395,24.07741088,89.48701891,61.79946108,33.78360738,27.59553093,28.38252712,69.51854904,89.29231348,61.67433335,33.74255652,27.56341607,28.34803918,69.37705756,9519.946555,6073.262828,2921.981863,439.9941418,8471.355746,5447.436916
